,artists,album_name,track_name,popularity,explicit,danceability,energy,speechiness,instrumentalness,tempo,track_genre,duration(mm:ss),year,title,category,nominee
133,Stone Temple Pilots,Core,Creep,58,False,Bailable,0.567,0.0289,0.0137,107.754,grunge,05:32,1995,38th Annual GRAMMY Awards  (1995),Best R&B Performance By A Duo Or Group With Vocal,True
134,Radiohead,Pablo Honey,Creep,85,True,Poco bailable,0.43,0.0372,0.000133,91.844,indie,03:58,1995,38th Annual GRAMMY Awards  (1995),Best R&B Performance By A Duo Or Group With Vocal,True
135,Radiohead,Pablo Honey,Creep,85,True,Poco bailable,0.43,0.0372,0.000133,91.844,rock,03:58,1995,38th Annual GRAMMY Awards  (1995),Best R&B Performance By A Duo Or Group With Vocal,True
136,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,False,Poco bailable,0.763,0.0998,2.8e-06,96.808,acoustic,02:53,1986,29th Annual GRAMMY Awards  (1986),Record Of The Year,True
137,Todd Carey;Ariza;Chuck Leavell,Higher Love,Higher Love,30,False,Poco bailable,0.763,0.0998,2.8e-06,96.808,acoustic,02:53,1986,29th Annual GRAMMY Awards  (1986),"Best Pop Vocal Performance, Male",True
138,Kygo;Whitney Houston,Higher Love,Higher Love,76,False,Bailable,0.678,0.0324,5.71e-06,103.952,edm,03:48,1986,29th Annual GRAMMY Awards  (1986),Record Of The Year,True
139,Kygo;Whitney Houston,Higher Love,Higher Love,76,False,Bailable,0.678,0.0324,5.71e-06,103.952,edm,03:48,1986,29th Annual GRAMMY Awards  (1986),"Best Pop Vocal Performance, Male",True
140,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,Bailable,0.628,0.0399,1.52e-06,103.925,kids,03:48,1986,29th Annual GRAMMY Awards  (1986),Record Of The Year,True
141,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,Bailable,0.628,0.0399,1.52e-06,103.925,kids,03:48,1986,29th Annual GRAMMY Awards  (1986),"Best Pop Vocal Performance, Male",True
142,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,Bailable,0.628,0.0399,1.52e-06,103.925,kids,03:48,1986,29th Annual GRAMMY Awards  (1986),Record Of The Year,True
143,Mini Pop Kids,Mini Pop Kids 17,Higher Love,7,False,Bailable,0.628,0.0399,1.52e-06,103.925,kids,03:48,1986,29th Annual GRAMMY Awards  (1986),"Best Pop Vocal Performance, Male",True
144,Tim Halperin,Covers,The Reason,53,False,Poco bailable,0.207,0.0289,0.0,149.664,acoustic,03:20,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
145,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,alt-rock,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
146,Hoobastank,OO's Music Grandi Successi,The Reason,1,False,Poco bailable,0.671,0.0289,0.0,82.94,alt-rock,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
147,Hoobastank,Обратно в клас - rock,The Reason,0,False,Poco bailable,0.671,0.0289,0.0,82.94,alt-rock,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
148,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,alternative,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
149,Hoobastank,Обратно в клас - rock,The Reason,0,False,Poco bailable,0.671,0.0289,0.0,82.94,alternative,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
150,Hoobastank,OO's Music Grandi Successi,The Reason,1,False,Poco bailable,0.671,0.0289,0.0,82.94,alternative,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
151,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,funk,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
152,Hoobastank,Обратно в клас - rock,The Reason,0,False,Poco bailable,0.671,0.0289,0.0,82.94,funk,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
153,Hoobastank,OO's Music Grandi Successi,The Reason,1,False,Poco bailable,0.671,0.0289,0.0,82.94,funk,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
154,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,grunge,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
155,Hoobastank,Обратно в клас - rock,The Reason,0,False,Poco bailable,0.671,0.0289,0.0,82.94,grunge,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
156,Hoobastank,OO's Music Grandi Successi,The Reason,1,False,Poco bailable,0.671,0.0289,0.0,82.94,grunge,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
157,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,metal,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
158,Hoobastank,Обратно в клас - rock,The Reason,0,False,Poco bailable,0.671,0.0289,0.0,82.94,metal,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
159,Hoobastank,OO's Music Grandi Successi,The Reason,1,False,Poco bailable,0.671,0.0289,0.0,82.94,metal,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
160,Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,81,False,Poco bailable,0.671,0.029,0.0,82.952,rock,03:52,2010,53rd Annual GRAMMY Awards  (2010),"Best Southern, Country, Or Bluegrass Gospel Album",True
161,Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61,False,Poco bailable,0.28,0.0317,0.0,129.948,acoustic,04:10,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
162,Boyce Avenue;Megan Nicole,"Cover Sessions, Vol. 2",Heaven,61,False,Poco bailable,0.28,0.0317,0.0,129.948,acoustic,04:10,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
163,Pink Sweat$,PINK PLANET,Heaven,54,False,Bailable,0.389,0.0776,0.00242,121.919,chill,02:49,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
164,Pink Sweat$,PINK PLANET,Heaven,54,False,Bailable,0.389,0.0776,0.00242,121.919,chill,02:49,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
165,Kane Brown,Kane Brown (Deluxe Edition),Heaven,73,False,Bailable,0.556,0.0306,0.0,80.006,country,02:59,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
166,Kane Brown,Kane Brown (Deluxe Edition),Heaven,73,False,Bailable,0.556,0.0306,0.0,80.006,country,02:59,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
167,Avicii,pov: it's 2019,Heaven,0,False,Poco bailable,0.873,0.0275,0.00986,122.015,dance,04:37,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
168,Avicii,pov: it's 2019,Heaven,0,False,Poco bailable,0.873,0.0275,0.00986,122.015,dance,04:37,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
169,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,False,Poco bailable,0.371,0.0359,0.0,199.843,dance,03:11,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
170,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,False,Poco bailable,0.371,0.0359,0.0,199.843,dance,03:11,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
171,Acnatro;Amorf,Heaven,Heaven,31,False,Bailable,0.586,0.0636,0.549,99.954,deep-house,03:16,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
172,Acnatro;Amorf,Heaven,Heaven,31,False,Bailable,0.586,0.0636,0.549,99.954,deep-house,03:16,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
173,Delta Heavy;Jem Cooke,Heaven,Heaven,51,False,Poco bailable,0.939,0.0379,0.0253,174.998,drum-and-bass,03:55,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
174,Delta Heavy;Jem Cooke,Heaven,Heaven,51,False,Poco bailable,0.939,0.0379,0.0253,174.998,drum-and-bass,03:55,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
175,Avicii,pov: it's 2019,Heaven,0,False,Poco bailable,0.873,0.0275,0.00986,122.015,edm,04:37,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
176,Avicii,pov: it's 2019,Heaven,0,False,Poco bailable,0.873,0.0275,0.00986,122.015,edm,04:37,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
177,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,False,Poco bailable,0.371,0.0359,0.0,199.843,electro,03:11,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
178,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),Heaven,69,False,Poco bailable,0.371,0.0359,0.0,199.843,electro,03:11,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
179,Bazzi,Daily Pop Mix,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
180,Bazzi,Daily Pop Mix,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
181,Bazzi,I'm Blue - Hits of 2022,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
182,Bazzi,I'm Blue - Hits of 2022,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
183,Bazzi,Your Perfect Soundtrack,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
184,Bazzi,Your Perfect Soundtrack,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
185,Bazzi,Pop Hits Now,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
186,Bazzi,Pop Hits Now,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
187,Bazzi,New Pop Classics,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
188,Bazzi,New Pop Classics,Heaven,0,False,Bailable,0.575,0.035,3.62e-06,114.986,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
189,Julia Michaels,Concierto en la ducha,Heaven,0,False,Poco bailable,0.371,0.0361,0.0,199.828,electro,03:11,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
190,Julia Michaels,Concierto en la ducha,Heaven,0,False,Poco bailable,0.371,0.0361,0.0,199.828,electro,03:11,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
191,Julia Michaels,Broad Stories,Heaven,69,False,Poco bailable,0.371,0.0361,0.0,199.828,electro,03:11,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
192,Julia Michaels,Broad Stories,Heaven,69,False,Poco bailable,0.371,0.0361,0.0,199.828,electro,03:11,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
193,Bazzi,Infinite Dream,Heaven,67,False,Bailable,0.575,0.0351,2.23e-06,114.989,electro,02:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
194,Bazzi,Infinite Dream,Heaven,67,False,Bailable,0.575,0.0351,2.23e-06,114.989,electro,02:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
195,The Blaze,Dancehall,Heaven,58,False,Poco bailable,0.461,0.0313,0.75,125.066,french,03:39,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
196,The Blaze,Dancehall,Heaven,58,False,Poco bailable,0.461,0.0313,0.75,125.066,french,03:39,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
197,Live,Awake The Best Of Live,Heaven,25,False,Poco bailable,0.825,0.0307,0.0,92.429,grunge,03:46,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
198,Live,Awake The Best Of Live,Heaven,25,False,Poco bailable,0.825,0.0307,0.0,92.429,grunge,03:46,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
199,Gotthard,Homerun,Heaven,46,False,Poco bailable,0.683,0.0317,0.0,147.995,hard-rock,04:33,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
200,Gotthard,Homerun,Heaven,46,False,Poco bailable,0.683,0.0317,0.0,147.995,hard-rock,04:33,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
201,Warrant,Dirty Rotten Filthy Stinking Rich,Heaven,61,False,Poco bailable,0.488,0.0287,0.0,145.778,hard-rock,03:56,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
202,Warrant,Dirty Rotten Filthy Stinking Rich,Heaven,61,False,Poco bailable,0.488,0.0287,0.0,145.778,hard-rock,03:56,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
203,MALIQ & D'Essentials,Free Your Mind,Heaven,41,False,Poco bailable,0.636,0.0672,0.00731,95.088,j-pop,03:35,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
204,MALIQ & D'Essentials,Free Your Mind,Heaven,41,False,Poco bailable,0.636,0.0672,0.00731,95.088,j-pop,03:35,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
205,MALIQ & D'Essentials,Free Your Mind,Heaven,41,False,Poco bailable,0.636,0.0672,0.00731,95.088,jazz,03:35,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
206,MALIQ & D'Essentials,Free Your Mind,Heaven,41,False,Poco bailable,0.636,0.0672,0.00731,95.088,jazz,03:35,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
207,OneRepublic,Oh My My,Heaven,52,False,Poco bailable,0.724,0.0321,0.0,95.009,piano,04:18,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
208,OneRepublic,Oh My My,Heaven,52,False,Poco bailable,0.724,0.0321,0.0,95.009,piano,04:18,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
209,Dimitri Vegas & Like Mike;Azteck;Hayley May,Heaven,Heaven,66,False,Bailable,0.853,0.03,0.000268,124.014,progressive-house,02:58,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
210,Dimitri Vegas & Like Mike;Azteck;Hayley May,Heaven,Heaven,66,False,Bailable,0.853,0.03,0.000268,124.014,progressive-house,02:58,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
211,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,rock,04:03,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
212,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,rock,04:03,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
213,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,singer-songwriter,04:03,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
214,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,singer-songwriter,04:03,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
215,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,songwriter,04:03,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
216,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Heaven,77,False,Poco bailable,0.589,0.0267,0.0,140.059,songwriter,04:03,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
217,JUNG,REGNIG DAG,Heaven,0,False,Poco bailable,0.598,0.0293,2.07e-05,144.926,swedish,02:43,2006,49th Annual GRAMMY Awards  (2006),Best Male R&B Vocal Performance,True
218,JUNG,REGNIG DAG,Heaven,0,False,Poco bailable,0.598,0.0293,2.07e-05,144.926,swedish,02:43,2004,47th Annual GRAMMY Awards  (2004),Best Pop Performance By A Duo Or Group With Vocal,True
219,Amos Lee,Amos Lee,Colors,64,False,Bailable,0.168,0.0291,0.000134,128.615,acoustic,02:40,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
220,Halsey,BADLANDS,Colors,68,False,Poco bailable,0.812,0.0617,0.0,100.02,electro,04:09,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
221,Crossfade,Crossfade,Colors,64,False,Poco bailable,0.835,0.057,0.0,87.561,grunge,03:18,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
222,Halsey,BADLANDS,Colors,68,False,Poco bailable,0.812,0.0617,0.0,100.02,indie-pop,04:09,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
223,Halsey,BADLANDS,Colors,68,False,Poco bailable,0.812,0.0617,0.0,100.02,indie,04:09,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
224,Stella Jang,Colors,Colors,58,False,Bailable,0.295,0.889,0.0,199.99,k-pop,01:41,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
225,Black Pumas,Black Pumas,Colors,67,False,Poco bailable,0.692,0.0462,1.58e-05,180.008,soul,04:06,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
226,Killerwatts;Vini Vici,Edge Of Time,Colors,39,False,Poco bailable,0.979,0.0563,0.63,138.001,trance,08:07,2018,61st Annual GRAMMY Awards  (2018),Best Alternative Music Album,True
227,Get Dead,Tall Cans & Loose Ends,Fuck You,36,True,Poco bailable,0.917,0.0601,0.0,117.875,acoustic,02:49,2010,53rd Annual GRAMMY Awards  (2010),Best Urban/Alternative Performance,True
228,No/Más,Raíz Del Mal,Fuck You,14,True,No bailable,0.93,0.0457,0.842,173.924,grindcore,01:42,2010,53rd Annual GRAMMY Awards  (2010),Best Urban/Alternative Performance,True
229,Get Dead,Tall Cans & Loose Ends,Fuck You,36,True,Poco bailable,0.917,0.0601,0.0,117.875,punk,02:49,2010,53rd Annual GRAMMY Awards  (2010),Best Urban/Alternative Performance,True
230,Ray LaMontagne,Trouble,Jolene,64,False,Poco bailable,0.142,0.0329,0.000162,119.656,acoustic,04:10,2016,59th Annual GRAMMY Awards  (2016),Best Country Duo/Group Performance,True
231,Dolly Parton,Jolene,Jolene,73,False,Bailable,0.537,0.0363,0.0,110.578,country,02:41,2016,59th Annual GRAMMY Awards  (2016),Best Country Duo/Group Performance,True
232,Dolly Parton,Jolene (Expanded Edition),Jolene,70,False,Bailable,0.537,0.0363,0.0,110.578,country,02:41,2016,59th Annual GRAMMY Awards  (2016),Best Country Duo/Group Performance,True
233,Joy Williams,Front Porch,Front Porch,64,False,Poco bailable,0.224,0.0299,0.0,124.44,acoustic,03:51,2019,62nd Annual GRAMMY Awards  (2019),Best Folk Album,True
234,Matt White,Best Days,Love,60,False,Bailable,0.684,0.0315,0.0,107.948,acoustic,02:50,2007,50th Annual GRAMMY Awards  (2007),"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",True
235,Greyboy;Nino Moschella,15 Years of West Coast Cool,Love,53,False,Bailable,0.414,0.0314,0.00135,102.807,afrobeat,03:36,2007,50th Annual GRAMMY Awards  (2007),"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",True
